"subscriptionId","resourceGroup","name","type","location","publicNetworkAccess","networkAcls","minTlsVersion","tags"
"44444444-4444-4444-4444-444444444444","rg-fabrikam-iot-prod-eastus2-001","stfabrikamiotprod001","microsoft.storage/storageaccounts","eastus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1046"",""workload"":""fabrikam-iot"",""dataClassification"":""internal""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-ml-prod-westus3-001","stcontosomlprod002","microsoft.storage/storageaccounts","westus3","Enabled","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1005"",""workload"":""contoso-ml""}"
"44444444-4444-4444-4444-444444444444","rg-trader-desk-prod-eastus-001","sttraderdeskprod002","microsoft.storage/storageaccounts","eastus","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1042"",""workload"":""trader-desk""}"
"44444444-4444-4444-4444-444444444444","rg-finance-ledger-prod-eastus2-001","stfinanceledgerprod002","microsoft.storage/storageaccounts","eastus2","Enabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1046""}"
"11111111-1111-1111-1111-111111111111","rg-marketing-cms-prod-eastus2-001","stmarketingcmsprod002","microsoft.storage/storageaccounts","eastus2","Disabled","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1029"",""workload"":""marketing-cms""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-api-nonprod-northeurope-001","stcontosoapinonprod002","microsoft.storage/storageaccounts","northeurope","Enabled","Allow","TLS1_2","{""environment"":""nonprod"",""owner"":""team-finance"",""costCenter"":""CC1006"",""workload"":""contoso-api"",""dataClassification"":""internal""}"
"55555555-5555-5555-5555-555555555555","rg-fabrikam-iot-sbx-westus2-001","stfabrikamiotsbx001","microsoft.storage/storageaccounts","westus2","Enabled","Allow","TLS1_2","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1048"",""dataClassification"":""internal""}"
"33333333-3333-3333-3333-333333333333","rg-finance-ledger-nonprod-northeurope-001","stfinanceledgernonprod00","microsoft.storage/storageaccounts","northeurope","Disabled","Deny","TLS1_2","{""environment"":""nonprod"",""owner"":""team-security"",""costCenter"":""CC1040"",""workload"":""finance-ledger""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-ml-prod-eastus2-001","stcontosomlprod003","microsoft.storage/storageaccounts","eastus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1040""}"
"55555555-5555-5555-5555-555555555555","rg-claims-engine-sbx-westus2-001","stclaimsenginesbx001","microsoft.storage/storageaccounts","westus2","Disabled","Allow","TLS1_1","{""environment"":""sbx"",""owner"":""team-marketing"",""costCenter"":""CC1025"",""dataClassification"":""confidential""}"
"22222222-2222-2222-2222-222222222222","rg-hr-portal-prod-westeurope-001","sthrportalprod001","microsoft.storage/storageaccounts","westeurope","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1046"",""workload"":""hr-portal"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-ml-prod-eastus2-001","stcontosomlprod004","microsoft.storage/storageaccounts","eastus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1038""}"
"22222222-2222-2222-2222-222222222222","rg-marketing-cms-prod-eastus2-001","stmarketingcmsprod003","microsoft.storage/storageaccounts","eastus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1047"",""workload"":""marketing-cms""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-web-sbx-northeurope-001","stcontosowebsbx001","microsoft.storage/storageaccounts","northeurope","Enabled","Deny","TLS1_1","{""environment"":""sbx"",""owner"":""team-security"",""costCenter"":""CC1000""}"
"44444444-4444-4444-4444-444444444444","rg-finance-ledger-prod-northeurope-001","stfinanceledgerprod003","microsoft.storage/storageaccounts","northeurope","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1032"",""workload"":""finance-ledger""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-api-nonprod-westus2-001","stcontosoapinonprod003","microsoft.storage/storageaccounts","westus2","Disabled","Allow","TLS1_2","{""environment"":""nonprod"",""owner"":""team-data"",""costCenter"":""CC1033"",""workload"":""contoso-api"",""dataClassification"":""confidential""}"
"22222222-2222-2222-2222-222222222222","rg-claims-engine-prod-westus2-001","stclaimsengineprod001","microsoft.storage/storageaccounts","westus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1032"",""workload"":""claims-engine""}"
"11111111-1111-1111-1111-111111111111","rg-finance-ledger-prod-eastus2-001","stfinanceledgerprod004","microsoft.storage/storageaccounts","eastus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1021"",""workload"":""finance-ledger"",""dataClassification"":""confidential""}"
"33333333-3333-3333-3333-333333333333","rg-hr-portal-nonprod-westeurope-001","sthrportalnonprod002","microsoft.storage/storageaccounts","westeurope","Disabled","Allow","TLS1_2","{""environment"":""nonprod"",""owner"":""team-web"",""costCenter"":""CC1015"",""workload"":""hr-portal""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-web-prod-westus3-001","stcontosowebprod002","microsoft.storage/storageaccounts","westus3","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1002"",""workload"":""contoso-web""}"
"11111111-1111-1111-1111-111111111111","rg-hr-portal-prod-westus2-001","sthrportalprod002","microsoft.storage/storageaccounts","westus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1035"",""workload"":""hr-portal"",""dataClassification"":""internal""}"
"44444444-4444-4444-4444-444444444444","rg-platform-shared-prod-northeurope-001","stplatformsharedprod001","microsoft.storage/storageaccounts","northeurope","Disabled","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1031""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-web-nonprod-eastus-001","stcontosowebnonprod002","microsoft.storage/storageaccounts","eastus","Disabled","Allow","TLS1_2","{""environment"":""nonprod"",""owner"":""team-platform"",""costCenter"":""CC1007"",""workload"":""contoso-web"",""dataClassification"":""internal""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-shop-prod-westus3-001","stcontososhopprod001","microsoft.storage/storageaccounts","westus3","Enabled","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1041"",""workload"":""contoso-shop""}"
"11111111-1111-1111-1111-111111111111","rg-trader-desk-prod-eastus2-001","sttraderdeskprod003","microsoft.storage/storageaccounts","eastus2","Enabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1004"",""workload"":""trader-desk""}"
"33333333-3333-3333-3333-333333333333","rg-fabrikam-iot-nonprod-northeurope-001","stfabrikamiotnonprod001","microsoft.storage/storageaccounts","northeurope","Disabled","Allow","TLS1_2","{""environment"":""nonprod"",""owner"":""team-iot"",""costCenter"":""CC1039""}"
"55555555-5555-5555-5555-555555555555","rg-finance-ledger-sbx-eastus-001","stfinanceledgersbx001","microsoft.storage/storageaccounts","eastus","Enabled","Allow","TLS1_1","{""environment"":""sbx"",""owner"":""team-security"",""costCenter"":""CC1048""}"
"33333333-3333-3333-3333-333333333333","rg-marketing-cms-nonprod-eastus2-001","stmarketingcmsnonprod001","microsoft.storage/storageaccounts","eastus2","Disabled","Allow","TLS1_2","{""environment"":""nonprod"",""owner"":""team-ml"",""costCenter"":""CC1045"",""workload"":""marketing-cms""}"
"22222222-2222-2222-2222-222222222222","rg-marketing-cms-prod-westus2-001","stmarketingcmsprod004","microsoft.storage/storageaccounts","westus2","Disabled","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1048"",""workload"":""marketing-cms""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-web-prod-eastus-001","stcontosowebprod003","microsoft.storage/storageaccounts","eastus","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1019"",""workload"":""contoso-web""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-web-prod-northeurope-001","stcontosowebprod004","microsoft.storage/storageaccounts","northeurope","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1043""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-web-sbx-eastus2-001","stcontosowebsbx002","microsoft.storage/storageaccounts","eastus2","Enabled","Allow","TLS1_1","{""environment"":""sbx"",""owner"":""team-web"",""costCenter"":""CC1022""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-web-sbx-northeurope-001","stcontosowebsbx003","microsoft.storage/storageaccounts","northeurope","Enabled","Allow","TLS1_2","{""environment"":""sbx"",""owner"":""team-data"",""costCenter"":""CC1038"",""workload"":""contoso-web""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-api-prod-eastus-001","stcontosoapiprod001","microsoft.storage/storageaccounts","eastus","Enabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1017"",""workload"":""contoso-api""}"
"11111111-1111-1111-1111-111111111111","rg-finance-ledger-prod-westeurope-001","stfinanceledgerprod005","microsoft.storage/storageaccounts","westeurope","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1014"",""workload"":""finance-ledger""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-data-prod-northeurope-001","stcontosodataprod002","microsoft.storage/storageaccounts","northeurope","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1021"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-fabrikam-iot-prod-northeurope-001","stfabrikamiotprod002","microsoft.storage/storageaccounts","northeurope","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1023"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-platform-shared-prod-westus3-001","stplatformsharedprod002","microsoft.storage/storageaccounts","westus3","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1002"",""workload"":""platform-shared"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-fabrikam-iot-prod-westus2-001","stfabrikamiotprod003","microsoft.storage/storageaccounts","westus2","Enabled","Deny","TLS1_1","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1002"",""workload"":""fabrikam-iot""}"
"44444444-4444-4444-4444-444444444444","rg-marketing-cms-prod-northeurope-001","stmarketingcmsprod005","microsoft.storage/storageaccounts","northeurope","Disabled","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1006"",""dataClassification"":""public""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-shop-prod-eastus-001","stcontososhopprod002","microsoft.storage/storageaccounts","eastus","Enabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1021"",""workload"":""contoso-shop""}"
"44444444-4444-4444-4444-444444444444","rg-marketing-cms-prod-westus3-001","stmarketingcmsprod006","microsoft.storage/storageaccounts","westus3","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1014"",""workload"":""marketing-cms"",""dataClassification"":""restricted""}"
"55555555-5555-5555-5555-555555555555","rg-platform-shared-sbx-westeurope-001","stplatformsharedsbx001","microsoft.storage/storageaccounts","westeurope","Enabled","Allow","TLS1_0","{""environment"":""sbx"",""owner"":""team-ml"",""costCenter"":""CC1002"",""workload"":""platform-shared""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-data-prod-westeurope-001","stcontosodataprod003","microsoft.storage/storageaccounts","westeurope","Enabled","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1020""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-data-prod-northeurope-001","stcontosodataprod004","microsoft.storage/storageaccounts","northeurope","Enabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1002"",""workload"":""contoso-data""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-shop-prod-westus2-001","stcontososhopprod003","microsoft.storage/storageaccounts","westus2","Disabled","Allow","TLS1_0","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1012"",""workload"":""contoso-shop""}"
"33333333-3333-3333-3333-333333333333","rg-claims-engine-nonprod-northeurope-001","stclaimsenginenonprod001","microsoft.storage/storageaccounts","northeurope","Disabled","Allow","TLS1_0","{""environment"":""nonprod"",""owner"":""team-ml"",""costCenter"":""CC1008"",""workload"":""claims-engine""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-web-prod-westeurope-001","stcontosowebprod005","microsoft.storage/storageaccounts","westeurope","Disabled","Allow","TLS1_1","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1026"",""workload"":""contoso-web""}"
"44444444-4444-4444-4444-444444444444","rg-finance-ledger-prod-eastus2-001","stfinanceledgerprod006","microsoft.storage/storageaccounts","eastus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1022""}"
"11111111-1111-1111-1111-111111111111","rg-hr-portal-prod-northeurope-001","sthrportalprod003","microsoft.storage/storageaccounts","northeurope","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1026""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-api-nonprod-westus3-001","stcontosoapinonprod004","microsoft.storage/storageaccounts","westus3","Disabled","Allow","TLS1_1","{""environment"":""nonprod"",""owner"":""team-data"",""costCenter"":""CC1047""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-data-nonprod-westus2-001","stcontosodatanonprod001","microsoft.storage/storageaccounts","westus2","Enabled","Allow","TLS1_2","{""environment"":""nonprod"",""owner"":""team-platform"",""costCenter"":""CC1045""}"
"44444444-4444-4444-4444-444444444444","rg-trader-desk-prod-eastus2-001","sttraderdeskprod004","microsoft.storage/storageaccounts","eastus2","SecuredByPerimeter","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1045""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-shop-prod-westeurope-001","stcontososhopprod004","microsoft.storage/storageaccounts","westeurope","Disabled","Deny","TLS1_1","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1005"",""dataClassification"":""public""}"
"33333333-3333-3333-3333-333333333333","rg-finance-ledger-nonprod-eastus2-001","stfinanceledgernonprod00","microsoft.storage/storageaccounts","eastus2","Enabled","Allow","TLS1_2","{""environment"":""nonprod"",""owner"":""team-platform"",""costCenter"":""CC1036""}"
"44444444-4444-4444-4444-444444444444","rg-trader-desk-prod-northeurope-001","sttraderdeskprod005","microsoft.storage/storageaccounts","northeurope","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1001"",""workload"":""trader-desk""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-shop-prod-westus3-001","stcontososhopprod005","microsoft.storage/storageaccounts","westus3","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1026""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-data-nonprod-eastus-001","stcontosodatanonprod002","microsoft.storage/storageaccounts","eastus","Disabled","Allow","TLS1_2","{""environment"":""nonprod"",""owner"":""team-iot"",""costCenter"":""CC1046"",""workload"":""contoso-data""}"
"33333333-3333-3333-3333-333333333333","rg-contoso-data-nonprod-eastus2-001","stcontosodatanonprod003","microsoft.storage/storageaccounts","eastus2","Enabled","Deny","TLS1_2","{""environment"":""nonprod"",""owner"":""team-security"",""costCenter"":""CC1010"",""workload"":""contoso-data""}"
"11111111-1111-1111-1111-111111111111","rg-fabrikam-iot-prod-westus3-001","stfabrikamiotprod004","microsoft.storage/storageaccounts","westus3","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-hr"",""costCenter"":""CC1021""}"
"44444444-4444-4444-4444-444444444444","rg-fabrikam-iot-prod-eastus2-001","stfabrikamiotprod005","microsoft.storage/storageaccounts","eastus2","Enabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1025"",""workload"":""fabrikam-iot""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-ml-prod-northeurope-001","stcontosomlprod005","microsoft.storage/storageaccounts","northeurope","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1013"",""workload"":""contoso-ml""}"
"44444444-4444-4444-4444-444444444444","rg-contoso-web-prod-westus2-001","stcontosowebprod006","microsoft.storage/storageaccounts","westus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1002""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-web-prod-northeurope-001","stcontosowebprod007","microsoft.storage/storageaccounts","northeurope","Enabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1017"",""workload"":""contoso-web""}"
"11111111-1111-1111-1111-111111111111","rg-marketing-cms-prod-northeurope-001","stmarketingcmsprod007","microsoft.storage/storageaccounts","northeurope","SecuredByPerimeter","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1012"",""workload"":""marketing-cms"",""dataClassification"":""confidential""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-shop-prod-westus2-001","stcontososhopprod006","microsoft.storage/storageaccounts","westus2","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-security"",""costCenter"":""CC1045"",""workload"":""contoso-shop""}"
"44444444-4444-4444-4444-444444444444","rg-trader-desk-prod-westus3-001","sttraderdeskprod006","microsoft.storage/storageaccounts","westus3","Enabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1038"",""dataClassification"":""internal""}"
"33333333-3333-3333-3333-333333333333","rg-platform-shared-nonprod-westus2-001","stplatformsharednonprod0","microsoft.storage/storageaccounts","westus2","SecuredByPerimeter","Allow","TLS1_1","{""environment"":""nonprod"",""owner"":""team-security"",""costCenter"":""CC1024"",""workload"":""platform-shared""}"
"11111111-1111-1111-1111-111111111111","rg-trader-desk-prod-northeurope-001","sttraderdeskprod007","microsoft.storage/storageaccounts","northeurope","Disabled","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1039"",""workload"":""trader-desk""}"
"22222222-2222-2222-2222-222222222222","rg-fabrikam-iot-prod-eastus-001","stfabrikamiotprod006","microsoft.storage/storageaccounts","eastus","Enabled","Allow","TLS1_2","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1029"",""workload"":""fabrikam-iot""}"
"33333333-3333-3333-3333-333333333333","rg-finance-ledger-nonprod-eastus-001","stfinanceledgernonprod00","microsoft.storage/storageaccounts","eastus","Enabled","Deny","TLS1_2","{""environment"":""nonprod"",""owner"":""team-web"",""costCenter"":""CC1033"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-shop-prod-westus3-001","stcontososhopprod007","microsoft.storage/storageaccounts","westus3","Enabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1014"",""workload"":""contoso-shop""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-web-sbx-westus3-001","stcontosowebsbx004","microsoft.storage/storageaccounts","westus3","Enabled","Allow","TLS1_2","{""environment"":""sbx"",""owner"":""team-platform"",""costCenter"":""CC1039"",""workload"":""contoso-web""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-data-sbx-eastus2-001","stcontosodatasbx001","microsoft.storage/storageaccounts","eastus2","Enabled","Allow","TLS1_2","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1001"",""workload"":""contoso-data""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-shop-sbx-northeurope-001","stcontososhopsbx001","microsoft.storage/storageaccounts","northeurope","Enabled","Allow","TLS1_2","{""environment"":""sbx"",""owner"":""team-web"",""costCenter"":""CC1025""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-web-prod-eastus-001","stcontosowebprod008","microsoft.storage/storageaccounts","eastus","Disabled","Deny","TLS1_2","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1023"",""workload"":""contoso-web""}"
"55555555-5555-5555-5555-555555555555","rg-platform-shared-sbx-eastus2-001","stplatformsharedsbx002","microsoft.storage/storageaccounts","eastus2","Enabled","Allow","TLS1_2","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1038"",""workload"":""platform-shared""}"
"44444444-4444-4444-4444-444444444444","rg-marketing-cms-prod-westeurope-001","stmarketingcmsprod008","microsoft.storage/storageaccounts","westeurope","Disabled","Deny","TLS1_1","{""environment"":""prod"",""owner"":""team-iot"",""costCenter"":""CC1006"",""workload"":""marketing-cms""}"
"55555555-5555-5555-5555-555555555555","rg-marketing-cms-sbx-westus3-001","stmarketingcmssbx001","microsoft.storage/storageaccounts","westus3","Enabled","Allow","TLS1_2","{""environment"":""sbx"",""owner"":""team-platform"",""costCenter"":""CC1023"",""workload"":""marketing-cms""}"
"55555555-5555-5555-5555-555555555555","rg-hr-portal-sbx-eastus-001","sthrportalsbx001","microsoft.storage/storageaccounts","eastus","Enabled","Allow","TLS1_2","{""environment"":""sbx"",""owner"":""team-hr"",""costCenter"":""CC1039""}"
"33333333-3333-3333-3333-333333333333","rg-claims-engine-nonprod-eastus2-001","kv-claims-engine-nonprod-001","microsoft.keyvault/vaults","eastus2","Enabled","Deny","","{""environment"":""nonprod"",""owner"":""team-web"",""costCenter"":""CC1048"",""dataClassification"":""internal""}"
"11111111-1111-1111-1111-111111111111","rg-contoso-web-prod-westus3-001","kv-contoso-web-prod-001","microsoft.keyvault/vaults","westus3","Disabled","Allow","","{""environment"":""prod"",""owner"":""team-marketing"",""costCenter"":""CC1007"",""dataClassification"":""public""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-shop-sbx-eastus2-001","kv-contoso-shop-sbx-001","microsoft.keyvault/vaults","eastus2","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-marketing"",""costCenter"":""CC1011""}"
"11111111-1111-1111-1111-111111111111","rg-fabrikam-iot-prod-westus3-001","kv-fabrikam-iot-prod-001","microsoft.keyvault/vaults","westus3","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-web"",""costCenter"":""CC1011""}"
"55555555-5555-5555-5555-555555555555","rg-trader-desk-sbx-eastus2-001","kv-trader-desk-sbx-001","microsoft.keyvault/vaults","eastus2","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-data"",""costCenter"":""CC1045"",""workload"":""trader-desk""}"
"11111111-1111-1111-1111-111111111111","rg-marketing-cms-prod-westeurope-001","kv-marketing-cms-prod-001","microsoft.keyvault/vaults","westeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1046"",""workload"":""marketing-cms""}"
"22222222-2222-2222-2222-222222222222","rg-finance-ledger-prod-westeurope-001","kv-finance-ledger-prod-001","microsoft.keyvault/vaults","westeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-data"",""costCenter"":""CC1039"",""workload"":""finance-ledger""}"
"44444444-4444-4444-4444-444444444444","rg-marketing-cms-prod-westeurope-001","kv-marketing-cms-prod-002","microsoft.keyvault/vaults","westeurope","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-finance"",""costCenter"":""CC1031""}"
"22222222-2222-2222-2222-222222222222","rg-contoso-web-prod-westus3-001","kv-contoso-web-prod-002","microsoft.keyvault/vaults","westus3","Disabled","Deny","","{""environment"":""prod"",""owner"":""team-ml"",""costCenter"":""CC1028""}"
"55555555-5555-5555-5555-555555555555","rg-claims-engine-sbx-westus3-001","kv-claims-engine-sbx-001","microsoft.keyvault/vaults","westus3","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-iot"",""costCenter"":""CC1006"",""workload"":""claims-engine""}"
"55555555-5555-5555-5555-555555555555","rg-contoso-ml-sbx-northeurope-001","kv-contoso-ml-sbx-001","microsoft.keyvault/vaults","northeurope","Enabled","Allow","","{""environment"":""sbx"",""owner"":""team-iot"",""costCenter"":""CC1015"",""workload"":""contoso-ml"",""dataClassification"":""internal""}"
"22222222-2222-2222-2222-222222222222","rg-hr-portal-prod-northeurope-001","kv-hr-portal-prod-001","microsoft.keyvault/vaults","northeurope","Disabled","Allow","","{""environment"":""prod"",""owner"":""team-platform"",""costCenter"":""CC1002"",""workload"":""hr-portal""}"
